order_id,payment_sequential,payment_type,payment_installments,payment_value,order_date,updated_at,_ingested_at,_source_file,_batch_id
8cb4c3b93d004ba346c01cbbc9cf5c73,1,credit_card,4,198.69,2018-07-18,2018-08-09 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
4870f8be587a9e5643156fb4f22d02e2,1,credit_card,8,95.3,2018-07-18,2018-08-09 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
8a16ff3cd34e92ae56b0bdcb66dc56e3,1,credit_card,1,48.43,2018-07-18,2018-07-27 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
1a4514c5462bbdb806d15e6b241c7a70,1,credit_card,1,40.25,2018-07-18,2018-08-02 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
39f59663a51684e7a63cb122f615af62,1,boleto,1,218.07,2018-07-18,2018-08-15 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
162f8986e2cc7a5fca25fd4be685b98d,1,credit_card,8,87.88,2018-07-18,2018-08-13 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
818bd343c0073f9624ca1801fd39f4db,1,credit_card,1,51.52,2018-07-18,2018-07-26 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
af8f5e473ef8dd20e4357b3bddf1accd,1,credit_card,1,141.98,2018-07-18,2018-08-03 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
701a22b8c16c09a0c9514c41dfbf28de,1,credit_card,1,85.65,2018-07-18,2018-08-08 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
192280704cc4c1f82086c55f0622f09b,1,credit_card,8,82.33,2018-07-18,2018-08-15 00:00:00.000000,2026-08-27T05:21:18.103171+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-18/order_payments.parquet,2018-07-18
9419274d2366b746f60fce753c5a3618,1,credit_card,5,124.5,2018-07-22,2018-08-13 00:00:00.000000,2026-08-27T05:21:50.737679+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-22/order_payments.parquet,2018-07-22
d9d8dc6068a3a115e15bc276d53afc8e,1,credit_card,1,46.03,2018-07-22,2018-08-20 00:00:00.000000,2026-08-27T05:21:50.737679+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-22/order_payments.parquet,2018-07-22
05a5446738fb49ff21e44d318df1189d,1,credit_card,8,231.15,2018-07-22,2018-08-16 00:00:00.000000,2026-08-27T05:21:50.737679+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-22/order_payments.parquet,2018-07-22
19a3924da2b67dee34bf1f76a7689459,1,credit_card,1,68.4,2018-07-23,2018-08-08 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
b6e50b69ddbd5210737d0c881056771d,1,credit_card,8,192.9,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
f717c8f177b0e2927fb48196bc6b6383,1,credit_card,4,52.13,2018-07-23,2018-08-14 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
72729c533aa3957ddd96bcbc9237a49b,1,credit_card,2,137.75,2018-07-23,2018-08-07 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
6f21ad30200f041d3f19995a8718cd11,1,boleto,1,53.53,2018-07-23,2018-07-31 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
47d248c19f5affa1ef2a5b91c8006ddf,1,boleto,1,211.5,2018-07-23,2018-08-13 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
62a575a2a9f2c005b7ec7ff7dd76d5ee,1,credit_card,4,127.64,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
04749a8c0b72cda9ebbd79d27a0d1e40,1,credit_card,4,232.43,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
f69cf3b291cebc67406533d345c21e01,1,boleto,1,88.29,2018-07-23,2018-08-22 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
e9583867c3868714af8937a417c1adc5,1,credit_card,1,64.71,2018-07-23,2018-08-16 00:00:00.000000,2026-08-27T05:22:03.203712+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-23/order_payments.parquet,2018-07-23
bb953a084ab406da9e19dfdc06df0245,1,credit_card,1,65.34,2018-07-29,2018-09-03 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
d1ab8de1e279bd8a55e4135f83d5c599,1,credit_card,10,198.48,2018-07-29,2018-08-10 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
d66c390445566a6735c7a703c75e4e68,1,boleto,1,110.71,2018-07-29,2018-08-06 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
fd7ad9fe2a5c9cf444bd25691f4900d9,1,credit_card,4,165.26,2018-07-29,2018-08-20 13:22:31.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
a7dc01ae91acf2567d1367a25ce303e5,1,credit_card,1,53.37,2018-07-29,2018-08-10 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
b41055f900d670bae8cfbf3a8df79d8c,1,credit_card,1,48.93,2018-07-29,2018-08-08 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
4ed4fa202c468c14366fbf603c8698fd,1,credit_card,3,72.18,2018-07-29,2018-08-22 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
614c7adfc74985b5d111c1e38f0ad0cd,1,credit_card,18,194.33,2018-07-29,2018-08-21 00:00:00.000000,2026-08-27T05:23:04.653227+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-29/order_payments.parquet,2018-07-29
ebd7da4bdaffcf5891595b0f78707bba,1,credit_card,1,32.22,2018-07-28,2018-08-22 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/order_payments.parquet,2018-07-28
98546163385352e1876cead1613db3d1,1,credit_card,10,256.77,2018-07-28,2018-08-16 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/order_payments.parquet,2018-07-28
a6288025a106ed8a4db8010e42d44577,1,voucher,1,31.71,2018-07-28,2018-08-27 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/order_payments.parquet,2018-07-28
b7fa03eeccba341d5ab0dc86bfb1b08c,1,credit_card,1,103.05,2018-07-28,2018-08-03 00:00:00.000000,2026-08-27T05:22:53.299498+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-28/order_payments.parquet,2018-07-28
f85a3babb8f57542a4493f9c45523501,1,debit_card,1,110.33,2018-07-04,2018-07-31 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
7cedc87ca678cbe2ce928829cee6bf3e,1,boleto,1,85.67,2018-07-04,2018-07-25 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
7a0f0934c14eafa4b5afc9a590b9386f,1,boleto,1,60.37,2018-07-04,2018-07-24 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
929ccb6e3021ed4afe8860fe50791967,1,credit_card,8,767.33,2018-07-04,2018-07-26 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
244e8c98d54a7a388245e6b5b85d37ee,1,credit_card,1,69.32,2018-07-04,2018-07-20 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
a99d889887e1de4ac286fc3847455a97,1,credit_card,1,116.88,2018-07-04,2018-07-27 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
d4a72eff3bfdb6ff7667bef4119283e9,1,credit_card,1,112.9,2018-07-04,2018-07-26 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
004345d16a1ab2c21962992c721c8643,1,voucher,1,53.27,2018-07-04,2018-07-30 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/order_payments.parquet,2018-07-04
2b2354a7ca69d0b7f006aeab04524c12,1,credit_card,2,77.41,2018-07-08,2018-08-13 00:00:00.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/order_payments.parquet,2018-07-08
99d63f07f1159c807e4175e692a8a815,1,boleto,1,93.54,2018-07-08,2018-08-02 00:00:00.000000,2026-08-27T05:19:49.478351+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-08/order_payments.parquet,2018-07-08
425dece5c02ae29542005b6c0a9c3b63,1,credit_card,8,566.09,2018-07-14,2018-08-02 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
7a8f4f62037bb98afd289fc2ee3da497,1,credit_card,3,186.16,2018-07-14,2018-08-13 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
c5e30f4818a17e20a66b7277cd2eda07,1,credit_card,8,103.26,2018-07-14,2018-08-15 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
c4416b46a61a027f858fdc3746644312,1,credit_card,4,312.92,2018-07-14,2018-08-08 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
628111ec0fcace16f3112336b1138aef,1,credit_card,3,94.74,2018-07-14,2018-08-08 17:46:31.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
61c77cbdc7ac0a0ded411b067c32baf8,1,credit_card,2,120.65,2018-07-14,2018-08-03 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
6042c0c3800159373b3343dd442c86bd,1,credit_card,1,123.79,2018-07-14,2018-08-03 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
13fe5b8b3ad46c558f0c53939589776b,1,credit_card,3,207.78,2018-07-14,2018-09-12 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/order_payments.parquet,2018-07-14
