customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_date,updated_at,_ingested_at,_source_file,_batch_id
887e8328775b187e3a8863ecba16f06e,733923b802f2455761814d7704da2a61,36892,vermelho,MG,2018-07-09,2018-07-27 00:00:00.000000,2026-08-27T05:19:59.700293+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-09/customers.parquet,2018-07-09
44fc7a654b5d562331cc277539523708,dc6efb6ea7a8e523fa8222c8550343b0,66085,belem,PA,2018-07-09,2018-08-08 00:00:00.000000,2026-08-27T05:19:59.700293+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-09/customers.parquet,2018-07-09
f17604f3f89e57c7ed3df37759b9c8ff,77a63731fc358f68a5ce26211fc340a8,32145,contagem,MG,2018-07-14,2018-08-02 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
c486f733c3f7336536bd060b9937064a,d8fb9d116b3443955e634e0aa1ec43b8,09351,maua,SP,2018-07-14,2018-08-13 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
4607b5869fcea2fc6ffa85f57322cf8c,63090a16cf5072baf04479c8adb04a46,21311,rio de janeiro,RJ,2018-07-14,2018-08-15 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
0a47c5efd6d0836c1b1532cb4b78cda7,5b15fc4c03e0cbf91ec544e8ef531614,04044,sao paulo,SP,2018-07-14,2018-08-08 17:46:31.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
a685e039c2149f0278def380b654b0b8,ccb89ab59ba8eec8518110077868630a,69800,humaita,AM,2018-07-14,2018-09-12 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
db07ec47837ea47b679c7d7bc49a2a67,c8ee6c14198ec8d8c42be8e9f4b121a2,79750,nova andradina,MS,2018-07-14,2018-08-08 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
3d86c7409e155bf2b6490a0a3384a48c,a94dd925716ba578d23a771b20b90da0,99200,guapore,RS,2018-07-14,2018-08-03 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
bb3783f8d63379a9cd2f36383174701b,df2a9226267aa1598b499b3ea09fcf60,41510,salvador,BA,2018-07-14,2018-08-03 00:00:00.000000,2026-08-27T05:20:45.236672+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-14/customers.parquet,2018-07-14
86dc0008c3bf5f3509d99992746a98ee,b2acc64df49d02e04a99a1b07c89e7b3,13700,casa branca,SP,2018-07-30,2018-08-27 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/customers.parquet,2018-07-30
92349255be2950b2ecb56142b551070c,47b23c87420c414f59e6c0c3983bab3b,05773,sao paulo,SP,2018-07-30,2018-08-15 23:52:51.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/customers.parquet,2018-07-30
a30761dd5c59782f811c2b413af317dd,8cf762b009cc30f28dbbe764e9c3ecbf,55865,macaparana,PE,2018-07-30,2018-09-06 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/customers.parquet,2018-07-30
1ef2ac142610b528b3b67d6f21725fa0,b61cd386c324cb8c071b4bd6ce7dea86,22290,rio de janeiro,RJ,2018-07-30,2018-08-13 00:00:00.000000,2026-08-27T05:23:14.286155+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-30/customers.parquet,2018-07-30
2abea2bf3e5611f7a96f8d24f21a7198,ed62ab8aab76f4d4efc4344ba5ef3a6d,52070,recife,PE,2018-07-04,2018-07-31 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
2200048a1b17ccf0499a93d1e17d7c57,735d2f09948cabbdb942958b1f94debd,74180,goiania,GO,2018-07-04,2018-07-26 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
a8ab6aab2e9e6cbfb98d85c1d7c54dd0,6acea512eccd382dfaefacdd1b1a8c43,30285,belo horizonte,MG,2018-07-04,2018-07-24 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
3b723b649feb48f3cfbb9c728efb3d7d,8c07068e51d745035b296ebc1c8cd16a,72914,aguas lindas de goias,GO,2018-07-04,2018-07-30 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
f4b0f6dde0d7b89d73275a20797ab712,55f3d52c6aaf964de0cc0f595c9a5750,09251,santo andre,SP,2018-07-04,2018-07-27 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
26ef1573f4d7d4d8ddf8f351200c2068,92804e89b4f4cfd4da6c62da8e68c62a,04822,sao paulo,SP,2018-07-04,2018-07-20 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
bad45dc1592582ddf3b8c63693f5e1cd,f0368f1b71cbc9b4982b8776d97ea607,88053,florianopolis,SC,2018-07-04,2018-07-25 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
0e37bb448c582d68bb726f589606454e,1db803b751b472b524ed047aeec4fabd,26545,nilopolis,RJ,2018-07-04,2018-07-26 00:00:00.000000,2026-08-27T05:19:16.572190+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-04/customers.parquet,2018-07-04
a2310d62bc1f94364d79dd78841ea25b,94a9b8396d390038496e3e2154213e76,78043,cuiaba,MT,2018-07-11,2018-08-01 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/customers.parquet,2018-07-11
ace44b787aaa9e76275ef9e5c226f5d2,f6c5030d469247f9fc91bb62a6fb6597,31130,belo horizonte,MG,2018-07-11,2018-07-31 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/customers.parquet,2018-07-11
5429c758eacf141b7a8a16e40979c9f3,cfa0256f86108d8c0cdfa164b042d862,18130,sao roque,SP,2018-07-11,2018-07-20 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/customers.parquet,2018-07-11
e42e2e8642f9c09100b6667e321c2811,f84487fed78baf25458828c99a2daa5d,03402,sao paulo,SP,2018-07-11,2018-07-20 00:00:00.000000,2026-08-27T05:20:19.296566+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-11/customers.parquet,2018-07-11
b37c31e2ae4a6cec098a2e0f5ffa71ad,6c4490372f89eab34503319580def2ee,05616,sao paulo,SP,2018-07-05,2018-07-30 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/customers.parquet,2018-07-05
c5444e3af35bf2098b42eba5c776c755,d0bf356133a1fa60b16d5124042e8841,37960,sao tomas de aquino,MG,2018-07-05,2018-07-24 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/customers.parquet,2018-07-05
ef7577652a1d5883231a5b0484d150d3,7a64d174924331e54da147831ac056bf,22460,rio de janeiro,RJ,2018-07-05,2018-08-13 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/customers.parquet,2018-07-05
5046f368e69df3131e108c966fbe93ae,5a7f5b58b807e5530c7973eda417c7b6,15450,onda verde,SP,2018-07-05,2018-08-02 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/customers.parquet,2018-07-05
84e34881b136d4bd4a43c7ecac79b090,ec1b327fb9c6a8d25823126b312c7783,02420,sao paulo,SP,2018-07-05,2018-07-18 00:00:00.000000,2026-08-27T05:19:25.318726+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-05/customers.parquet,2018-07-05
8373e304bb40cc92bef250618085d7b5,b46f11188baa6cf5efbce28f16846b88,18681,lencois paulista,SP,2018-07-13,2018-07-30 00:00:00.000000,2026-08-27T05:20:36.199400+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-13/customers.parquet,2018-07-13
7f093a78d3d5e33e00e9708b3fa14bb5,1fe990cccf38a264f1ace358f24093bd,90035,porto alegre,RS,2018-07-13,2018-08-06 00:00:00.000000,2026-08-27T05:20:36.199400+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-13/customers.parquet,2018-07-13
c71441ba64bc4f58c9304b5c6e1019d2,0e3cf4f185f62c60d2e33b7f8b1e97cb,29050,vitoria,ES,2018-07-07,2018-08-06 00:00:00.000000,2026-08-27T05:19:41.373610+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-07/customers.parquet,2018-07-07
966d6b478afaf9165164bd8b326b9773,ae99f2d72f5ab0511a0bf4edc6ffad13,03185,sao paulo,SP,2018-07-07,2018-07-23 00:00:00.000000,2026-08-27T05:19:41.373610+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-07/customers.parquet,2018-07-07
f90c709a935c79bd0451739c56511ff3,48932180a853ca54fd808eacb1c15d1b,13087,campinas,SP,2018-07-02,2018-08-01 00:00:00.000000,2026-08-27T05:18:59.817328+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-02/customers.parquet,2018-07-02
09dfcfc2eb69eecaedfdb6855ca8301c,5558d8c7f7c3bcc6a75df959fd9f7857,20211,rio de janeiro,RJ,2018-07-02,2018-08-06 00:00:00.000000,2026-08-27T05:18:59.817328+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-02/customers.parquet,2018-07-02
e32a0bbb991b6d310e3f70e6e5526807,9830a2d445d4ba86c9347a158aeb7920,14180,pontal,SP,2018-07-02,2018-07-23 00:00:00.000000,2026-08-27T05:18:59.817328+00:00,D:/D drive recovery/Shiva JH/Projects/OneLake Medallion/data/landing/2018-07-02/customers.parquet,2018-07-02
